"id","heading","images","description","reporter","town","city","reporter_id","featured","status","top_news","top_new_b1","top_new_b2","top_new_b3","created_at","updated_at"
"243","شہباز شریف، رانا ثنا تمہارے ہینڈلر جو مرضی کرلیں الیکشن کروانا پڑیگا: عمران خان","[""WHkvYzBskp.jpg""]","پاکستان تحریک انصاف (پی ٹی آئی) کے چیئر مین اور سابق وزیراعظم عمران خان نے کہا ہے کہ لانگ مارچ کے لیے شہبازشریف، رانا ثنا اللہ تم سے بہترتیاری کپتان کر رہا ہے، ایسی پلاننگ کر رہا ہوں جوکسی نے نہیں کی، شہباز شریف، رانا ثنا اللہ تمہارے ہینڈلرجومرضی کرلیں الیکشن کروانا پڑے گا، نوازشریف کا ایسا استتقبال ہو گا ن لیگ اور ہینڈلربھی یاد رکھیں گے۔

میانوالی میں پاکستان تحریک انصاف کے جلسے سے خطاب کرتے ہوئے سابق وزیراعظم نے کہا کہ ہمارا مقابلہ مافیاز، چوروں ڈاکوؤں کے ساتھ ہے، مافیاز لوگوں کے ضمیر خریدتے ہیں یا ڈراتے دھمکاتے ہیں، غلام صرف اچھے غلام بن سکتے ہیں، امامت نہیں کر سکتے، اقبالؒ کا شاہین اپنی زنجیریں توڑدیتا ہے، زنجیریں گرتی نہیں توڑی جاتی ہیں، آزادی ملتی نہیں چھینی جاتی ہے،اس وقت ہمارے اوپر امریکا کے غلام بیٹھے ہیں،شہباز شریف جوتے بڑے اچھے پالش کرتے ہیں۔ ہماری حکومت کو گرایا گیا اور وہ مراسلے میں واضح لکھا ہوا ہے۔

انہوں نے کہا کہ کہا گیا اگر عمران خان کو ناہٹایا تو پاکستان کو مشکلات کا سامنا کرنا پڑے گا،عمران خان کو ہٹانے کے بعد چیری بلاسم نے آنا تھا، وہ گورنمنٹ گرائی گئی جو 17سالہ تاریخ میں سب سے زیادہ ترقی کررہی تھی، ن لیگ اور اسحاق ڈار معیشت کا دیوالیہ نکال کر گئے تھے، ہمارے دور میں ورلڈ بنک نے کہا برصغیر میں سب سے زیادہ روزگار پاکستان میں ملتا ہے،ڈیزل آج 250 روپے لٹر ہے، لوگوں سے پوچھیں بجلی کا بل کتنا آ رہا ہے،جو ہم پر لوگ مسلط کیے گئے یہ صرف اپنے کرپشن کیسز ختم کررہے ہیں،قوم اپنے فیصلے کرنے کے لیے آزاد ہوتی ہے۔

پی ٹی آئی چیئر مین نے کہا کہ ہم نے اپنے ملک کے لیے فیصلے نہیں کیے کیونکہ ہمارے حکمران غلامی کر رہے تھے، آج بھی وزیرستان اور افغانستان کے بارڈرز پر ہمارے فوجی قربانیاں دے رہے ہیں، مجھے طالبان خان کہا جاتا رہا،ہم چاہتے ہیں پاکستان کے فیصلے پاکستان میں ہی ہوں، انگریز کی غلامی میں 2جنگیں ہوئیں، لاکھوں لوگ جنگوں میں مارے گئے، ہم جس حقیقی آزادی کے لیے لڑرہے ہیں، ہمیں صرف انصاف چاہیے،انصاف کمزور اور طاقتور کو برابر کرتا ہے،آتے ساتھ ہی اربوں کے کیسز معاف کروائے گئے،مشرف نے ان دو کرپٹ خاندانوں کو این آر او دیا۔

عمران خان نے کہا کہ اب انکو پھر این آر او مل گیا ہے، نیب کے اوپر اپنا آدمی بیٹھایا اور کیسز معاف کروالیے،مریم نے تکلیف دہ پریس کانفرنس کی کہ میرے پر عمران خان نے کیسز کروائے، مریم نے جھوٹ بولنے میں پی ایچ ڈی کی ہوئی ہے،مریم پر کیس عمران نے نہیں بلکہ وہ پانامہ پیپرز میں انکشاف کے بعد پکڑی گئیں تھیں،مریم نواز جھوٹ بولتی رہی میرے لندن میں کوئی فلیٹ نہیں ہیں، اگر مریم نواز بچ گئی ہے تو زرداری بھی بچ جائے گا کیونکہ این آراو تو انکو مل گیا ہے۔

انہوں نے کہا کہ میاں جاوید لطیف نے مجھ پرتوہین مذہب کا الزام لگایا،بند کمرے میں چارلوگوں نے مجھے مروانے کا فیصلہ کیا تھا،انہوں نے فیصلہ کیا اگرکوئی قتل کرے گا توکہیں گے کسی مذہبی جنونی نے ایسا کیا،میں نے جو ویڈیو ریکارڈ کرائی اگرایسا کچھ ہوا تو ویڈیومیں چار لوگوں کے نام سامنے آجائیں گے،چار لوگوں کو میری قوم معاف نہیں کرے گی،

سابق وزیراعظم کا کہنا تھا کہ شہبازشریف،رانا ثنا اللہ تم سے بہترتیاری کپتان کر رہا ہے، ایسی پلاننگ کررہا ہوں جوکسی نے نہیں کی،شہبازشریف جیسا بزدل آدمی کوئی نہیں،شہباز شریف، رانا ثنا اللہ تمہارے ہینڈلرجومرضی کرلیں الیکشن کروانا پڑے گا، نوازشریف کا ایسا استتقبال ہو گا ن لیگ اور ہینڈلربھی یاد رکھیں گے،الیکشن کمشنر بدیانت،گھٹیا آدمی کوئی نہیں،الیکشن کمشنرتمہارے ساتھ ہے،ضمنی الیکشن میں دھاندلی کے باوجود ان کوشکست دی۔

پی ٹی آئی چیئر مین نے کہا کہ انہوں نے اب فیک آڈیوبنانے کا کام شروع کردیا ہے،مریم نوازجعلی آڈیوبنانے کی ماہرہیں،ڈی فیک آڈیو، ویڈیوبنانا کوئی مشکل کام نہیں ہے،شہبازشریف کی آڈیولیک ہونا پورے ملک کے لیے لمحہ فکریہ ہے،انٹیلی ایجنسیزسے پوچھتا ہوں آپ کا کام وزیراعظم آفس کو سیکور کرنا ہے،وزیراعظم آفس سے کوئی چیز لیک ہو رہی ہے تو اس کا روکنا انٹیلی ایجنسیزکا کام ہے،انٹیلی ایجنسیزکا کام پولیٹیکل انجینئرنگ کرنا نہیں ہے","یاورعباس",NULL,"کنجاہ","15","0","1","0",NULL,NULL,NULL,"2022-10-07 19:34:27","2022-10-07 19:36:22"
"244","سی سی پی او کا معاملہ، وفاق اور پنجاب آمنے سامنے، غلام ڈوگر کو ریلیو کرنے سے انکار","[""veBQFMZUsT.jpg""]","سی سی پی او لاہور غلام محمود ڈوگر کے معاملہ پر پنجاب اور وفاق آمنے سامنے آگئے، پنجاب حکومت نے دوبارہ سی سی پی او کو وفاق بھیجنے سے معذرت کرلی۔

پنجاب حکومت نے وفاقی حکومت کو جواب دیا ہے کہ سی سی پی او لاہور غلام محمود ڈوگر کو ریلیو نہیں کرسکتے، وفاقی حکومت نے سی سی پی او لاہور غلام محمود ڈوگر کی خدمات وفاق میں واپس لینے کا 22 ستمبر کو نوٹیفیکیشن جاری کیا تھا۔

وزیر داخلہ کرنل ریٹائرڈ ہاشم ڈوگر نے کہا کہ سی سی پی او لاہور کے معاملے پر ہماری پوزیشن واضح ہے، وفاق کو اس حوالے سے پہلے ہی آگاہ کر دیا تھا۔","یاورعباس",NULL,"کنجاہ","15","1","1","0",NULL,NULL,NULL,"2022-10-07 19:36:22","2022-10-07 19:36:22"
"245","شجاعت حسین کا آصف زرداری سے ٹیلیفونک رابطہ، خیریت دریافت کی","[""RjgzwgZ2FT.jpg""]","پاکستان مسلم لیگ ق کے سربراہ چودھری شجاعت حسین نے سابق صدر اور پاکستان پیپلز پارٹی کے شریک چیئر مین آصف علی زرداری سے ٹیلیفونک رابطہ کیا اور خیریت دریافت کی۔

ٹیلیفونک رابطے کے دوران چودھری شجاعت حسین نے سابق صدر کیلئے نیک تمناؤں کا اظہار کرتے ہوئے کہا کہ آصف زرداری ہسپتال میں ہیں اور حوصلے میں ہیں، عمران خان لانگ مارچ کے سلسلے میں پہلے اپنے ایجنڈے کا اعلان کریں، نمبر ون آئٹم میں الیکشن نہیں بلکہ غریب آدمی کیلئے اشیائے ضروریہ کی قیمتیں کم کرنے کا حل تجویز کریں۔

انہوں نے کہا کہ الیکشن تو پہلے ہی ان کے ایجنڈے میں شامل ہے،سب کام چھوڑ کر غریب آدمی کیلئے آٹے چینی، دال اور بنیادی اشیاء کی قیمتیں کم کرنے کا حل تجویز کریں،فوج آئینی طریقے سے چل رہی ہے، انکا اپنا انٹرنل سسٹم بہت مضبوط ہے،سویلین اور سیاستدانوں کو فوج کے معاملات میں مداخلت نہیں کرنی چاہئے۔

ق لیگی صدر نے کہا کہ آرمی چیف کا منصب سنبھالنے کے بعد اس کی کوئی برداری نہیں رہتی، نہ ہی کوئی علاقائی پہچان ہوتی ہے، آرمی چیف کی برداری صرف پاکستانی ہوتی ہے۔","فیصل گجر","کوٹلہ",NULL,"17","0","1","0",NULL,NULL,NULL,"2022-10-07 19:45:21","2022-10-14 19:36:23"
"246","بلوچستان اسمبلی میں اپوزیشن جماعتوں کی خاموشی معنی خیز ہے: جام کمال خان","[""9yE8HRuLAp.jpg""]","سابق وزیراعلی بلوچستان جام کمال خان کا کہناہے کہ اس وقت بلوچستان اسمبلی میں کوئی اپوزیشن نہیں ۔ اسمبلی میں اپوزیشن جماعتوں کی خاموشی معنی خیز ہے ۔ اپوزیشن جماعتوں کو اسمبلی میں اپنا کردار ادا کرنا ہو گا وزیراعلی بلوچستان کو تمام تر صورتحال کو دیکھنا ہو گا۔

بلوچستان ہائی کورٹ کے احاطے میں میڈیا سے بات چیت کرتے ہوئے سابق وزیر اعلیٰ بلوچستان کا کہنا تھا کہ عدالت سے حب کو ضلع بنانے کے خلاف رجوع کیا ہے۔ ہمارا مقصد تنقید برائے تنقید نہیں بلکہ تنقید برائے اصلاح ہے۔ وزیراعلی عبدالقدوس نے ریکارڈ پر تسلیم کیا ہے کہ یہ فیصلہ جلد بازی میں ہوا۔

انہوں نے کہا کہ بلوچستان میں نیا ضلع بنانا سب سے آسان کام ہے۔ حب کو ضلع بنانے میں تمام قوانین کو بائی پاس کیا گیا۔ اگر ضلع بنانا ناگزیر ہے تو اسکے قیام کے لئے کمیٹی تشکیل دیں جو معاملات حل کرے۔ اگر حکومت چاہے تو اسے کابینہ کے ایجنڈے میں شامل کرکے دوبارہ منسوخ کیا جاسکتا ہے۔

ایک سوال کے جواب میں جام کمال خان نے کہا کہ وزیراعلی قدوس بزنجو سے کوئی ذاتی اختلاف نہیں ہے۔ ملاقات کے لئے وزیراعلی کی جانب سے دو تین مرتبہ پیغام ملا تھا۔ ذاتی مصروفیات اور سیلاب کے باعث اس وقت ملاقات نہ ہو سکی اب بھی قدوس بزنجو کو کہا ہے کہ حکومت پر تنقید برائے اصلاح کرتے رہینگے۔

انھوں نے کہا کہ میں سمجھتا ہوں کہ اس وقت بلوچستان اسمبلی میں کوئی اپوزیشن نہیں ۔ اسمبلی میں اپوزیشن جماعتوں کی خاموشی معنی خیز ہے ۔ اپوزیشن جماعتوں کو اسمبلی میں اپنا کردار ادا کرنا ہو گا وزیراعلی بلوچستان کو تمام تر صورتحال کو دیکھنا ہو گا۔","فیصل گجر","کوٹلہ",NULL,"17","0","1","0",NULL,NULL,NULL,"2022-10-07 19:47:15","2022-10-14 19:36:23"
"247","امریکا سے موصول ہونیوالا سائفر مکمل محفوظ ہے: ترجمان دفتر خارجہ","[""2XaFWH3ZbA.jpg""]","ترجمان دفتر خارجہ عاصم افتخار نے کہا ہے کہ سائفر جیسے کاغذات وزارت خارجہ میں بہت احتیاط سے رکھے جاتے ہیں اور امریکا سے موصول ہونے والا سائفر وزارت خارجہ میں مکمل محفوظ ہے۔

اسلام آباد میں ہفتہ وار بریفنگ کرتے ہوئے ترجمان دفتر خارجہ کا کہنا تھا کہ یورپین پارلیمان اور پارلیمنٹیرینز نے سیلاب بارے پاکستان کی حمایت کی ہے، یورپی یونین کے ہائی کمشنر برائے آفات نے 4 اکتوبر کو وزیراعظم سے ملاقات کی، حالیہ تباہ کن سیلاب کے تناظر میں پاکستان کے لیے 30 ملین یورو کی انسانی امداد کا اعلان کیا۔

انہوں نے مزید کہا کہ بھارتی وزیر امیت شاہ کا مقبوضہ کشمیر کا دورہ دنیا کو گمراہ کرنے لیے ہے کہ حالات معمول پر ہیں، بھارت میں مسلمانوں کے ساتھ ناروا سلوک جاری ہے، نووتری کے ہندو میلے کو متاثر کرنے کے مبینہ الزام میں مسلمانوں کا گھیراؤ اور مارپیٹ کے واقعات پیش آئے، حریت رہنما الطاف احمد شاہ کی گرتی ہوئی صحت پر بھارتی ناظم الامور کو طلب کیا گیا۔

عاصم افتخار کا کہنا تھا کہ بھارتی قابض افواج کے بارہ مولا شوپیاں اور پلوامہ میں مزید 8 کشمیریوں کو شہید کر دیا، اگست 2019 سے اب تک 678 کشمیریوں کو شہید کیا جا چکا ہے، بھارت جان بوجھ کر کشمیریوں کے روزگار، کاروبار اور معیشت کو تباہ کرنے کے درپے ہے، مقبوضہ جموں و کشمیر میں مقامی آبادی کے مالی وسائل کو تباہ کیا جا رہا ہے۔

انہوں نے کہا کہ پاکستان انگیج افریقہ پالیسی کے تحت نئے اعزازی قونصل جنرل تعینات کر رہا ہے، تعیناتی کا مقصد افریقی ممالک سے مضبوط اقتصادی، معاشی تعلقات استوار کرنا ہے، مسئلہ کشمیر کا حل اقوام متحدہ سلامتی کونسل کی قراردادوں کے اطلاق میں پنہاں ہے، چاہتے ہیں کہ اقوام متحدہ کے زیر نگرانی استصواب رائے کرایا جائے اور کشمیریوں کو حق خود ارادیت دیا جائے، ہندوستان کو سمجھنا چاہیے کہ تنازع کا بین الاقوامی قانونی فریم ورک کے تحت حل ناگزیر ہے۔

کالعدم تحریک طالبان کا خیبر پختونخوا کے اضلاع کو ولایت کا نام دینے پر ردعمل دیتے ہوئے ترجمان دفتر خارجہ نے کہا کہ پاکستان کے آئین کے خلاف کسی بھی بات کی کوئی حیثیت نہیں، امریکی سفیر کا آزاد جموں و کشمیر کا دورہ اہمیت کا حامل ہے، مسئلہ کشمیر اجاگر ہوا، پاکستان موسمیاتی تغیر کے باعث سیلاب کی تباہ کاریوں کا سامنا کر رہا ہے، پاکستان میں سیلاب متاثرین کی بحالی، تعمیر نو کے لیے ڈونرز کانفرنس کے انعقاد کے لیے کوشاں ہے، سیلاب کی تباہ کاریوں، تعاون کی فراہمی کا معاملہ مصر میں موسمیاتی کانفرنس میں اٹھایا جائے گا۔","عمران","منگووال",NULL,"26","0","1","0",NULL,NULL,NULL,"2022-10-07 20:07:02","2022-10-14 19:23:58"
"248","وزیر معدنیات پنجاب لطیف نذر گجر کا مستعفی ہونے کا فیصلہ","[""JQtotZNgvQ.jpg""]","وزیر معدنیات پنجاب لطیف نذر گجر نے اپنی وزارت سے مستعفی ہونے کا فیصلہ کر لیا۔

پاکستان تحریک انصاف کے رہنما نے دنیا نیوز سے گفتگو کرتے ہوئے تصدیق کی کہ میری کچھ ذاتی وجوہات ہیں جس وجہ سے وزرات سے الگ ہونے کا فیصلہ کیا، میں کچھ اپنے حلقے کو وقت دونگا اور وزیراعلیٰ کی وطن واپسی پر وزارت سے استعفیٰ پیش کروں گا۔

لطیف نذر گجر کا مزید کہنا تھا کہ پارٹی سے کوئی گلہ نہیں، نہ ہی قیادت سے شکوہ ہے، پارٹی کا سٹی صدر ہوں ناراضگی والی کوئی بات نہیں، ایک دو روز میں مستعفی ہوجاؤں گا۔","عمران","منگووال",NULL,"26","0","1","0",NULL,NULL,NULL,"2022-10-07 20:19:04","2022-10-14 19:23:58"
"249","ٹریفک حادثہ میں گاڑی حیران کن طور پر اڑ کر مکان کی چھت پر چڑھ گئی","[""3NlBa4BMJY.jpg""]","سعودی عرب میں ٹریفک حادثے کے دوران اڑ کر مکان چھت پر چڑھنے والی گاڑی کی ویڈیو سوشل میڈیا پر وائرل ہوگئی۔

غیر ملکی میڈیا کے مطابق ٹریفک حادثہ سعودی عرب کے ساحلی شہر جدہ میں پیش آیا جہاں تیز رفتار کار حادثے کے دوران مکان کی چھت پر چڑھ گئی۔

گاڑی کو مکان کی چھت پر دیکھ کر اطراف سے گزرنے والے کار سوار اور راہ گیر اور سوشل میڈیا صارفین حیران ہیں کہ گاڑی چھت پر چڑھی کیسے؟۔

اس حوالے سے سعودی محکمہ ٹریفک کا کہنا ہے کہ گاڑی تیز رفتاری کے باعث مٹی کے ڈھیر سے پر چڑھ کر سامنے موجود مکان کی چھٹ پر چڑھ گئی، حادثے کے نتیجے میں گاڑی کا ڈرائیور معمولی طور پر زخمی ہوا۔

عینی شاہدین اور ریسکیو اہلکاروں کے مطابق حادثے میں معجزاتی طور پر ڈرائیور اور مکان میں موجود افراد محفوظ رہے۔","چوہدری شمشاد","کڑیانوالہ",NULL,"24","0","1","0",NULL,NULL,NULL,"2022-10-07 20:25:19","2022-11-04 19:35:06"
"250","عالمی بینک نے پاکستان کی جی ڈی پی گروتھ 2 فیصد رہنے کی پیشگوئی کردی","[""ChfIsTFSIo.jpg""]","عالمی بینک کی پاکستان سے متعلق میکرو اکنامک ڈویلپمنٹ اپڈیٹ لک جاری کردی گئی ہے جس کے مطابق رواں مالی سال پاکستان کی جی ڈی پی گروتھ 2 فیصد رہنے کی پیشگوئی کی گئی ہے۔

عالمی بینک کی جانب سے جاری کردہ رپورٹ کے مطابق رواں مالی سال 2023 میں کرنٹ اکاؤنٹ خسارہ جی ڈی پی 4.3 فیصد کا امکان ہے، حالیہ سیلاب کی تباہی سے پاکستان کے رواں مالی سال کے اہداف متاثر ہوں گے، پاکستان میں سیلاب سے 10 ارب ڈالر سے 40 ارب ڈالر معاشی نقصان کا تخمینہ ہے، سیلاب سے پیداوار میں کمی اور مہنگائی میں اضافہ کا خدشہ ہے، پاکستان کو اپنی ضروریات کیلئے غذائی اجناس درآمد کرنی پڑیں گی۔

رپورٹ کے مطابق عالمی بینک خوراک کی اشیاء کی درآمد سے درآمدی بل میں اضافہ ہوگا، پاکستان کو مانیٹری اور مالیاتی پالیسی میں بہتری کیلئے اقدامات کرنا ہوں گے، عالمی بینک پاکستان کو سیلاب سے بحالی کیلئے 2 ارب ڈالر فنڈز کا اعلان کر چکا، مالی سال 2024 میں معاشی گروتھ 3.2 فیصد، زرعی شعبے کی نمو رواں مالی سال میں منفی 1.1 فیصد، سال 2024 میں زرعی شعبے کی نمو 3 فیصد رہنے کا امکان ہے۔

عالمی بینک کی رپورٹ میں مزید کہا گیا کہ گزشتہ مالی سال 2022 میں صنعتی ترقی کی نمو 7.2 فیصد تھی، رواں مالی سال 2023 سروسز کی گروتھ 3.2 فیصد، آئندہ مالی سال 2024 میں خدمات کے شعبے کی نمو 3.4 فیصد رہنے کا امکان ہے۔","چوہدری شمشاد","کڑیانوالہ",NULL,"24","0","1","0",NULL,NULL,NULL,"2022-10-07 20:36:03","2022-11-04 19:35:06"
"251","پورے ملک میں بجلی کی جنریشن اورٹرانسمیشن کا نظام بحال کر دیا: پاور ڈویژن کا دعویٰ","[""1J9Xs7sLOr.jpg""]","پاور ڈویژن نے دعویٰ کیا ہے کہ ملک بھر میں بجلی کی جنریشن اورٹرانسمیشن کا نظام بحال کر دیا۔

پاور ڈویژن نے ملک بھر میں بجلی بریک ڈاؤن کے حوالے سے اعلامیہ جاری کیا ہے جس میں کہا گیا ہے کہ اب بجلی کی ترسیل اور جنریشن مکمل طور پر بحال کر دی گئی ہے۔

پاور ڈیژن کے مطابق نیشنل گرڈ سے کراچی کو بجلی کی سپلائی مکمل بحال ہو چکی ہے اور اب صرف جگہ جگہ معمول کی لوڈ شیڈنگ ہو رہی ہے۔

دوسری جانب کراچی ،لاہور ،فیصل آباد سمیت کئی شہروں میں بجلی کا بحران تاحال برقرار ہے، کئی کئی گھنٹے سے بتی گل ہے جس کے باعث شہریوں کو شدید پریشانی کا سامنا کرنا پڑ رہا ہے۔","چوہدری شمشاد","کڑیانوالہ",NULL,"24","0","1","0",NULL,NULL,NULL,"2022-10-14 18:22:30","2022-11-04 19:35:06"
"252","ضمنی انتخابات مقررہ وقت پر ہی ہونگے،الیکشن کمیشن کا فیصلہ","[""B5X1mTralQ.jpg""]","الیکشن کمیشن آف پاکستان کی جانب سے ضمنی انتخابات مقررہ وقت پر کرانے کا فیصلہ کیا گیا ہے۔

تفصیلات کے مطابق الیکشن کمیشن آف پاکستان میں ضمنی انتخابات کے حوالے سے اہم اجلاس منعقد ہوا جس کے دوران اہم فیصلے کئے گئے ہیں۔

اجلاس کے دوران فیصلہ کیا گیا ہے کہ تمام حلقوں میں ضمنی انتخابات مقررہ وقت پر ہی ہونگے جبکہ سکیورٹی کے انتظامات بھی سخت کرنے کا فیصلہ کیا گیا ہے۔

الیکشن کمیشن کے مطابق قومی اسمبلی کے 8 اور پنجاب اسمبلی کے 3 حلقوں میں 16 اکتوبر کو پولنگ ہوگی جبکہ پاک فوج، رینجرز اور ایف سی کے اہلکار انتخابات کیلئے سیکیورٹی سرانجام دیں گے۔

اس حوالے سے الیکشن کمیشن نے وزارت داخلہ کو سیکیورٹی کیلئے تمام انتظامات کرنے کی ہدایت جاری کردی ہے۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-10-14 18:26:09","2022-11-21 17:25:28"
"253","ڈارکی ڈپٹی منیجنگ ڈائریکٹر آئی ایم ایف سے ملاقات،سیلاب نقصانات پر آگاہ کیا","[""fZRMun8S6S.jpg""]","وفاقی وزیر خزانہ اسحاق ڈار نے آئی ایم ایف اور عالمی بینک کے سالانہ اجلاسوں میں شرکت کیلئے امریکا پہنچتے ہی اہم شخصیات سے ملاقاتوں کا سلسلہ شروع کردیا۔

وفاقی وزیر خزانہ اسحاق ڈار نے واشنگٹن میں بین الاقوامی مالیاتی فنڈ کی ڈپٹی منیجنگ ڈائریکٹر انتھونیٹ سائیح سے ملاقات کی، اس دوران پاکستان اور بین الاقوامی مالیاتی فنڈ کے درمیان امور کا جائزہ لیا گیا۔

واشنگٹن ڈی سی میں ہونیوالی ملاقات میں وزیر خزانہ اسحاق ڈار نے آئی ایم ایف کی ڈپٹی منیجنگ ڈائریکٹر کو پاکستان کی معیشت کے کلیدی اعشاریوں، پائیدار اقتصادی نمو اور معیشت کو مضبوط بنانے کیلئے اٹھائے جانیوالے اقدامات سے آگاہ کیا۔

اسحاق ڈار نے آئی ایم ایف کی انتھونیٹ سائیح کو پاکستان میں حالیہ سیلاب اور اس سے معیشت کو ہونیوالے نقصانات کے بارے میں بھی بتایا۔

بعد ازاں انہوں نے وفد کی صورت میں ورلڈ بینک کے صدر ڈیوڈ مالپاس سے ملاقات کی، جس میں پاکستان میں سیلاب کی صورت حال سمیت دیگر امور پر تبادلہ خیال کیا گیا۔

اس سے قبل وفاقی وزیر خزانہ و محصولات سینیٹر اسحاق ڈار نے امریکی سیکرٹری خزانہ کے قونصلر برائے بین الاقوامی امور ڈیوڈ لپٹن سے ملاقات کی، اس موقع پر امریکا میں پاکستان کے سفیر مسعود خان بھی موجود تھے۔

ملاقات میں پاکستان اور امریکا کے درمیان تجارت، مالیات، سرمایہ کاری اور معاشی شعبے میں تعلقات سے متعلق امور کا جائزہ لیا گیا۔

وزیر خزانہ نے ڈیوڈ لپٹن کو پاکستان میں حالیہ بارشوں اور سیلاب سے ہونے والے نقصانات کے بارے میں آگاہ کرتے ہوئے بتایا کہ حکومت سیلاب سے متاثرہ علاقوں میں بنیادی ڈھانچہ کی تعمیر نو اور متاثرین کی بحالی کیلئے تمام تر کوششوں کو یقینی بنا رہی ہے۔

وفاقی وزیر خزانہ اسحاق ڈار نے پاکستان میں پائیدار اقتصادی نمو اور اقتصادی چیلنجوں سے نمٹنے کیلئے حکومتی اقدامات سے بھی انہیں آگاہ کیا۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-10-14 18:28:03","2022-11-21 17:25:28"
"254","روپے کی پسپائی، ڈالر پھر تگڑا ہونے لگا، امریکی کرنسی کی قدرمیں مزید اضافہ","[""GeuWFwMlwU.jpg""]","روپے کی پسپائی نہ رکی، ڈالر پھر تگڑا ہونے لگا، امریکی کرنسی کی قدرمیں مزید اضافہ ہو گیا۔

کاروباری ہفتے کے آخری روز کاروبار کے آغاز پرامریکی کرنسی کی قدر میں 62 پیسے اضافہ ہوا ہے جس کے بعد ڈالر 219 روپے پر آ گیا جبکہ اوپن مارکیٹ میں بھی ڈالر 2 روپے مہنگا ہونے کے بعد 224 روپے پر فروخت ہو رہا ہے۔

واضح رہے کہ گزشتہ ہفتے کاروباری ہفتے کے اختتام پر ڈالر کی قدرمیں کمی ہوئی تھی اور ڈالر ایک روپے 22 پیسے کم ہوکر 222 روپے پر بند ہوا تھا۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-10-14 18:30:34","2022-11-21 17:25:28"
"255","سینٹ،پی ٹی آئی کا اعظم سواتی کی گرفتاری پراحتجاج، کورم پورا نہ ہونے پر اجلاس ملتوی","[""33p3zcpToe.jpg""]","سینیٹ اجلاس میں پاکستان تحریک انصاف کے اراکین کی جانب سے اعظم خان سواتی کی گرفتاری پر احتجاج کیا گیا۔

ڈپٹی چئیرمین سینیٹ مرزا محمد آفریدی کی زیر صدارت سینیٹ اجلاس میں سینیٹر اعظم سواتی کی گرفتاری کے خلاف پی ٹی آئی ارکان بازوؤں پر سیاہ پٹیاں باندھ کر شریک ہوئے۔

پی ٹی آئی سینیٹرز کی جانب سے چیئرمین سینیٹ کے ڈائس کے سامنے پہنچ کر احتجاج کیا گیا اور نعرے بازی کی گئی کہ ""اعظم سواتی کو رہا کرو""۔

دوسری جانب مسلم لیگ ن کے سینیٹر ڈاکٹر افنان اللہ نے کورم پورا نہ ہونے کی نشاندہی کی جس کے بعد سینیٹ میں گھنٹیاں بجائی گئیں۔

سینیٹ میں کورم پورا نہ ہونے پر اجلاس پیر کی شام 4 بجے تک ملتوی کر دیا گیا جس پر پی ٹی آئی سینیٹرز کی جانب سے بھاگ گئے بھگوڑے کے نعرے بھی لگائے گئے۔","عمران گلیانہ","گلیانہ",NULL,"19","0","1","0",NULL,NULL,NULL,"2022-10-14 18:49:35","2022-11-04 19:49:05"
"256","ملتان: نشترہسپتال کی چھت پر لاوارث لاشوں کو پھینکنے کا واقعہ،وزیراعلیٰ کا نوٹس، تحقیقا ت کا حکم","[""c1drO2TgWx.jpg""]","وزیر اعلیٰ پنجاب چودھری پرویز الٰہی نے نشتر ہسپتال ملتان کی چھت پر لاوارث لاشوں کو پھینکنے کے واقعہ کا نوٹس لے لیا۔

وزیر اعلیٰ پنجاب چودھری پرویز الٰہی نے نشتر ہسپتال ملتان کی چھت پر لاوارث لاشوں کی موجودگی پر نوٹس لیتے ہوئے سیکرٹری ہیلتھ کیئر اینڈ میڈیکل ایجوکیشن سے رپورٹ طلب کر لی۔

چودھری پرویز الہٰی نے لاشوں کی موجودگی کے واقعے کی تحقیقات کرنے کا حکم دیتے ہوئے کہا کہ ذمہ دار عملے کے خلاف کارروائی کی جائے۔","عمران گلیانہ","گلیانہ",NULL,"19","0","1","0",NULL,NULL,NULL,"2022-10-14 18:52:17","2022-11-04 19:49:05"
